"app name","APK","occurrences"
"solitaire verse","com.gimica.solitaireverse","1938"
"mahjong for seniors","mahjong.free.games","1931"
"boom blocks: classic puzzle","com.evrika.boom.blocks","1925"
"blossom sort™ - flower games","color.match.line.connect.brain.puzzle","1923"
"hexa away","jp.co.goodroid.hyper.hexaaway","1919"
"find the difference: spot it!","spot.hidden.difference","1914"
"art puzzle - live jigsaw coloring","com.easybrain.art.puzzle","1910"
"fashion queen: dress up game","com.manekigames.fashionqueen","1909"
"wheel of fortune: tv game","com.scopely.wheeloffortune","1908"
"skip-bo","1538912205","1907"
"race master 3d - car racing","com.easygames.race","1906"
"2048 merge games - m2 blocks","merge.blocks.drop.number.puzzle.games","1901"
"screw ocean: bolt match escape","com.screw.bolt.ocean.match.fish.game","1900"
"color flow","happy.paint.coloring.color.number","1899"
"thief puzzle: to pass a level","com.weegoon.thiefpuzzle","1899"
"imo video calls and chat","336435697","1884"
"tank stars","com.playgendary.tanks","1880"
"vpnify - unlimited vpn proxy","com.vpn.free.hotspot.secure.vpnify","1877"
"word yatzy - fun word puzzler","com.funcraft.whamzee","1877"
"picture cross","com.appynation.wbpc","1876"
""callapp: caller id"," blocker & phone call recorder"","com.callapp.contacts","1866"
"quizzland. quiz & trivia game","com.xmonetize.quizzland","1861"
"garden balls - pin pull games","com.app.pinballs","1859"
"codycross: crossword puzzles","1092689152","1848"
"wörter aus-lustiges worträtsel","com.joyvendor.wordhike.android.de","1840"
"words madness","1635165836","1838"
"manage supermarket simulator","com.ig.supermarket.manager.simulator","1836"
"goods sorting games: 3d puzzle","sorting.games.goods.sort.triple.match3d.puzzle.stuff","1829"
"yummy candy match","com.hideseek.yummycandymatch","1827"
"happy hospital™: asmr game","com.dragonplus.happyhospital","1825"
"spider solitaire - card games","com.playvalve.solitaire.spider","1821"
"traffic run!: driving game","com.geishatokyo.trafficrun","1818"
"color fill 3d","com.gjg.colorfill3d","1817"
"clockmaker: jewel match 3 game","com.belkatechnologies.clockmaker","1813"
""tagged - meet"," chat & dating"","com.taggedapp","1811"
"multi maze 3d","com.alexandrjanashvili.multimaze3d","1811"
"mad smash","com.gimica.madsmash","1804"
"words of wonders: search","1483222663","1804"
"crazy kick! fun football game","com.orbitalknight.ridiculousfreekick","1798"
"10 play","au.com.tenplay","1796"
"cake sort - color puzzle game","6448392144","1788"
"no limit drag racing 2","com.battlecreek.nolimit2","1785"
"batak hd - İnternetsiz batak","com.alper.batak.hd","1783"
"find differences: search and spot all","com.diflabs.differences","1775"
"vita spider for seniors","com.vitastudio.spider","1774"
"evolution merge - eat and grow","com.evolution.merge","1773"
"tile connect master: match fun","com.tile.match.connect.game","1773"
"prison operation!","io.supercent.prison","1767"
"water sort - color puzzle game","com.gma.water.sort.puzzle","1767"
"block sudoku woody puzzle game","block.puzzle.sudoku.free.game.classic.offline","1761"
"hair salon: beauty salon game","com.bravestars.hair.salon.beauty","1760"
"idle zombie miner: gold tycoon","com.zombie.idleminertycoon","1759"
"onet 3d - tile matching game","bp.free.puzzle.game.mahjong.onet","1752"
"solitaire - the #1 card game","1578681725","1751"
"killer sudoku by sudoku.com - free number puzzle","com.easybrain.killer.sudoku.free","1748"
"uno!™","com.matteljv.uno","1741"
"zen blossom: flower tile match","and.matchgames.zenblossom","1732"
"botim - video and voice calls","1263036818","1727"
"jigsaw puzzles: hd puzzle game","com.artlife.jigsaw.puzzle","1726"
"perfect tidy","6689516283","1718"
"3 dots - connect em all","and.lihuhu.threedotscollectemall","1716"
"fill the fridge!","1605936806","1713"
"ruzzle","se.maginteractive.rumble.free","1713"
"candy crush jelly saga","com.king.candycrushjellysaga","1711"
"tap master - take blocks away","onetap.game.tapmaster","1708"
"shotgun club: pvp multiplayer","com.shooting.club","1707"
"lazy jump","com.shaverma.lazyjump","1706"
"flashback: tricky fun riddles","com.matchingham.flashback.tricky.riddles","1702"
"daily jigsaw puzzles","com.bigc.daily.jigsaw.puzzles","1700"
"raptor evolution","com.raptor.evolution","1700"
"virtual droid","com.soulcastry.virtualdroid2","1693"
"word connect","com.wordgame.words.connect","1693"
"pyramid solitaire","com.mobilityware.pyramidfree","1689"
"geometry dash lite","com.robtopx.geometryjumplite","1688"
"hide n' seek 3d","com.ysocorp.hidenseek3d","1684"
"sudoku","sudoku.puzzle.classic.math.games.train.brain","1681"
"fork n sausage","com.kadka.forknsausage","1678"
"screw match: puzzle game","6503636810","1677"
"m scores | mackolik live score","398157427","1676"
"airport security","com.sunsetgames.bordersecurity","1675"
"7 little words: word puzzles","com.blueoxtech.sevenlittlewords","1671"
"aplasta palabras: word games","com.fingerlab.block.wordgame","1667"
"spider solitaire","com.queensgame.spider2","1665"
"meetme: chat & meet new people","com.myyearbook.m","1664"
"ludo king","993090598","1654"
"solitaire collection","solitaire.collection.klondike.spider.freecell.tripeaks.pyramid.cardgame","1654"
"nonogram.com - picture cross puzzle game","com.easybrain.nonogram","1653"
"gangs wars: pixel shooter rp","com.actopolus.pixeldudesandbox","1652"
"dop 2: delete one part","com.playstrom.dop2","1651"
"tomb of the mask","com.playgendary.tom","1650"
"1 2 3 4 player games","com.jindoblu.fourplayers","1649"
"sugar rush adventure","com.gimica.sugarmatch","1646"
"tow n go","com.olegvegera.towngo","1641"
"video editor app - vivacut","com.videoeditorpro.android","1641"
"mailonline: breaking news","com.dailymail.online","1640"
"adventure farm sunshine island","com.newmoonproduction.sunshineisland","1639"
"tower war - tactical conquest","1579356887","1639"
"layer man 3d: run & collect","com.games.layerman","1637"
""miles - travel"," shop"," get cash"","connectiq.miles.app"
"freecell solitaire - card game","freecell.solitaire.free.cardgame.king.spades.klondike.no.ads.pro.patience","1629"
"spider solitaire classic","solitaire.spider.card.free.mania","1629"
"dreamdale - fairy adventure","com.dream.dale","1628"
"solitaire for seniors game","solitaire.collection.klondike.card.games.free.game","1628"
"classic words solo","com.lulo.scrabble.classicwords","1625"
"cricbuzz - live cricket scores","com.cricbuzz.android","1625"
"nut sort-color puzzle game","com.kiwifun.game.android.nutsort.puzzles","1625"
"match match match!","com.fiogonia.mmm","1621"
"crossword deluxe: word puzzles","com.playvalve.crossword","1620"
"minicraft city: explore world","com.craft.roblock.city.game","1612"
"carrom pool: disc game","com.miniclip.carrom","1610"
"marble match origin","com.core.biggame.marble.android","1603"
"chmate","jp.co.airfront.android.a2chmate","1596"
"find it - hidden object games","hidden.objects.find.it.out.seek.puzzle.games.free","1596"
"solitaire - passion card game","com.fancygame.solitaire.fish.girl","1592"
"color fan - color by number","com.color.page.paint.pixel.number.happy","1590"
"bible word puzzle - word games","bible.wordgame.words.connect.crossword.cookies","1588"
"unpuzzle: tap away blocks game","com.taptapgames.unpuzzle","1588"
"domino - dominoes online game","1252579064","1581"
"math master","com.kiwifun.game.android.math.master","1581"
"take off bolts: screw puzzle","6479238647","1580"
"block puzzle - puzzle games","blockpuzzle.game.block.puzzle","1577"
"word lanes: relaxing puzzles","com.fanatee.noodles","1576"
"spider solitaire classic games","spider.solitaire.card.games.free.klondike.patience","1574"
"flappy dunk","com.acidcousins.fdunk","1571"
"word search 2 - hidden words","com.iscoolentertainment.word.search","1571"
""fut 19 draft"," squad builder & sbc - futbin"","com.futbin","1567"
"playit-all in one video player","com.playit.videoplayer","1567"
"eatventure","com.hwqgrhhjfd.idlefastfood","1562"
""tumblr – fandom"," art"," chaos"","305343404"
"shuffleboard challenge","com.roshangames.shuffleboard","1556"
"classic solitaire: regal card","com.solitarie.card.regal.game","1555"
"relax jigsaw puzzles","com.openmygame.games.android.jigsawpuzzle","1551"
"word stacks","com.peoplefun.wordstacks","1546"
"solitaire","com.lemongame.klondike.solitaire","1545"
"total","it.appideas.totaldownloader","1538"
"bowmasters: archery shooting","com.playgendary.bowmasters","1532"
"darts club","1389760587","1532"
"fet: kink & bdsm dating","de.ideawise.fet","1531"
"truck transport simulator !","6737604207","1531"
"jewel abyss: match3 puzzle","com.enp.abyss.google","1530"
"bloxie - block puzzle","6473837006","1528"
"wood block puzzle-sudokujigsaw","wood.block.jigsaw.puzzle.android","1524"
"ball bounce","com.gimica.ballbounce","1522"
"merge hexa - number puzzle","com.inspiredsquare.jupiter1","1522"
"happypuzzle® matching 3d games","puzzle.tile.match3d.pair.triple.games.free","1520"
"dinosaur universe","io.supercent.ageofdinosaurs","1519"
"word madness","com.word.madness","1514"
"triple tile: match puzzle game","1572661625","1511"
"ball sort puzzle pleasure game","sorting.color.stuck.balls.block.tube.games","1510"
"sand balls - digger puzzle","1474046667","1504"
"word connect ¤","1226926872","1503"
"numlink - number match puzzle","com.bigc.numlink.number.match","1502"
"solitaire","359917414","1495"
"match tile 3d - triple puzzle","com.loop.matchtile3d","1494"
"tenplay","409289742","1492"
"sandbox in space","com.hookah.sandboxinspace","1490"
"ball run 2048","1563148041","1488"
"nextbots in playground mod","com.rimashev.nextbots.sandbox","1483"
"chess royale - play and learn","com.xten.starfall","1482"
"applock pro - app lock & guard","com.ibragunduz.applockpro","1481"
"spider solitaire","com.mobilityware.spider","1480"
"yummy tiles","com.hideseek.picmatch","1478"
"stack ball - crash platforms","com.azurgames.stackball","1474"
"roger that: merge adventure!","com.belkagames.mwe","1471"
"aquapark.io","com.cassette.aquapark","1466"
"scrabble","com.pieyel.scrabble","1466"
"conquer countries","com.ridgge.conquercountries","1464"
"solitaire – classic card games","1190849728","1464"
"idle breaker - loot & survive","com.idle.breaker.game","1463"
"sushi roll 3d - cooking asmr","com.sushirolls.app","1463"
"2048","840919914","1461"
"fight for america: country war","com.hitica.fightforamerica","1460"
"basket battle","com.noorgames.basketbattle","1457"
"emerland solitaire 2 card game","com.rainbowgames.emerland","1454"
"jewels planet - match 3 puzzle","teskin.jewels.planet","1454"
"fashion battle - dress up game","1560663843","1452"
"daily number match","daily.number.match.free.puzzle","1451"
"rich inc. business & idle life","com.grit.fftc","1450"
"agent hunt - hitman shooter","com.gnarlygamestudio.agenthunt","1445"
"count masters: stickman games","freeplay.crowdrun.com","1445"
"scrabble® go - new word game","1215933788","1444"
"bottle flip 3d — tap & jump!","pampam.ibf2","1439"
"easy words - word puzzle games","6612024746","1439"
"4 bilder 1 wort","de.lotum.whatsinthefoto.de","1436"
"audiomack - play music offline","921765888","1433"
"find the difference - spot it","find.differences.puzzle.games.spot.free","1432"
"taptap match - connect tiles","com.pingvigames.taptap_match_connect_pairs","1432"
"riding extreme 3d","com.ducky.bikehill3d","1431"
"word line: crossword adventure","com.cloudycastlegames.wordline","1430"
"figgerits - word puzzle game","com.hitapps.figgerits","1429"
"---","com.networkten.epg","1426"
"microsoft outlook - email and calendar","com.microsoft.office.outlook","1424"
"tabou stories®: love episodes","org.nanobit.taboo","1424"
"jigsaw puzzles for adults hd","com.veraxen.jigsaw","1423"
"golf rival - multiplayer game","com.sports.real.golf.rival.online","1422"
"block jam 3d","com.partyup.blockjam","1418"
"paper princess - doll dress up","com.paper.princess.dress.up.games","1416"
"dominoes online","dominoes.game.free.domino.online.dominos","1412"
"unscrew it: nuts & bolts jam","com.ig.screw.jam.nuts.bolts","1411"
"travel town - merge adventure","1521236603","1402"
""sudoku - sudoku puzzle"," brain game"," number game"","sudoku.puzzle.free.game.brain"
"hidden spots - puzzle game","com.easybrain.hidden.spots","1400"
"doll dress up: makeup games","com.bravestars.doll.dressup.princess.coloringgame","1398"
"brain test 2: tricky stories","com.unicostudio.braintest2new","1395"
"candy crush soda saga","850417475","1394"
"color shape sort puzzle","com.color.shape.sort.puzzle","1391"
"emergency hq: rescue strategy","com.sgs.emhq.android","1390"
"jewel vampire university","com.v2r.jewelvampireuniversity","1382"
"solitaire: classic card games","com.brainium.solitairefree","1382"
"hexa sorting puzzle","com.fc.dm.hexa.sort.testbrain.color.puzzle","1379"
"burger please!","io.supercent.burgeridle","1376"
"animo fanz - anime library","com.animofan.animofanapp","1372"
"horror spranky beats","com.horror.sprunky.beats","1372"
"word search journey - puzzle","1549726220","1369"
"webtoon","com.naver.linewebtoon","1368"
"number match - numbers game","1545567989","1365"
"dop 5: delete one part","com.playstrom.dop5","1357"
"voice recorder & voice memos","myrecorder.voicerecorder.voicememos.audiorecorder.recordingapp","1357"
"witt solitaire - card games","com.solitaire.jianhuan.card","1353"
"guess their answer - iq games","com.qoni.guesstheiranswer","1352"
"bus jam","com.nt.games.busjam","1349"
"chess - offline board game","com.gamovation.chessclubpilot","1348"
"super wedding dress up stylist","com.games2win.weddingdressup","1348"
"bus jam: car parking games","com.car.parking.bus.mania.traffic.jam","1347"
"cube arena 2048: merge numbers","cube.arena.game","1345"
"ludo star: online dice game","com.superking.ludo.star","1345"
"colorwood sort puzzle game","6475673897","1344"
"daily merge: match puzzle game","com.universal.mobile.merge.game.android","1344"
"offline games - no wifi games","6448104157","1344"
"mahjong club - solitaire game","1565374299","1338"
"states builder: trade empire","games.resourcer.hex","1337"
"weward - the walking app","com.weward","1337"
"fetchtv","au.com.fetchtv.ctv","1336"
"woodle - wood screw puzzle","com.ig.wood.nuts.bolts.puzzle","1336"
"carsales","au.com.carsales","1335"
"scatter slots - slot machines","com.murka.scatterslots","1331"
"hunt & seek","com.kwalee.transformhunt","1329"
"paper delivery boy","com.hg.paperdeliveryboy","1327"
"paper doll diary: dress up diy","com.paperdoll.diary.dressup.game","1323"
"classic dominoes: dominos game","com.bigcake.android.classicdominoes","1322"
""spider solitaire"," large cards"","spider.solitaire.classic.solitaire.card.games","1321"
"harry potter: puzzles & spells","com.zynga.pottermatch","1321"
"tap gallery","com.tap.gallery","1321"
"magic tiles 3","com.youmusic.magictiles","1319"
"cooking fever: restaurant game","com.nordcurrent.canteenhd","1318"
"hidden objects: search games","com.dp.hidden.objects","1308"
"wort guru","1229075980","1308"
"draw it","com.kwalee.drawit","1307"
"eye color mix","com.alexp.eyemix","1306"
